word,pos_tag,spoken_frequency_zipf,log_phonotactic_probability,lexical_competition_risk,phonetic_instability,cluster_label
time,NOUN,6.29,-7.118241769903304,44.62,0,2
get,VERB,6.28,-6.00253358347889,70.64,1,4
would,VERB,6.27,-7.964256803949865,22.4,1,2
new,ADJ,6.25,-6.1996554485700095,22.0,0,2
people,NOUN,6.25,-5.16496724035128,0.0,1,2
also,ADV,6.19,-7.203509846524804,0.0,0,2
good,ADJ,6.12,-8.399143524642422,32.03,1,2
first,ADV,6.11,-5.156042063572308,14.55,1,2
know,VERB,6.1,-7.023278370237676,73.18,0,4
see,VERB,6.1,-6.0006506100882575,100.49,0,4
make,VERB,6.08,-6.84066688653133,70.86999999999999,1,4
think,NOUN,6.08,-5.134027406251538,40.46,1,2
could,VERB,6.06,-8.378692914171133,31.89,1,2
back,ADV,6.04,-6.011361178822439,49.85,1,2
want,NOUN,6.04,-5.505230841002268,20.5,1,2
go,VERB,6.03,-7.446311876486439,68.03,0,4
well,ADV,6.03,-6.234662857500918,67.91,0,4
said,VERB,6.01,-6.098657852410237,82.62000000000002,1,4
way,NOUN,6.01,-6.737337626691007,92.60000000000002,0,4
much,ADJ,6.0,-5.68288045191672,10.04,0,2
even,ADV,5.99,-4.7224368549846885,0.0,0,2
may,VERB,5.98,-6.796652282970727,93.26,0,4
need,NOUN,5.97,-6.321453048641367,10.04,1,2
really,ADV,5.97,-5.083693202375456,0.0,0,2
right,NOUN,5.96,-6.302636355895939,89.75,1,4
work,NOUN,5.96,-6.774676488766634,50.66,1,2
year,NOUN,5.96,-6.4621660197898185,24.84,0,2
years,NOUN,5.96,-5.807527629046176,5.96,1,2
day,NOUN,5.95,-7.244683619602967,88.29,0,4
going,VERB,5.94,-5.19857882461081,14.58,0,2
made,VERB,5.92,-6.789732272121147,64.7,1,4
still,ADV,5.92,-4.641669246201084,19.37,0,2
take,VERB,5.92,-6.461173819680894,45.64999999999999,1,2
got,VERB,5.91,-7.030273256805461,47.07,1,2
many,ADJ,5.91,-5.605543859634206,20.87,0,2
never,ADV,5.91,-6.478873168276164,5.66,0,2
life,NOUN,5.89,-6.592579642221434,35.82,1,2
say,VERB,5.89,-7.45700992936791,104.75,0,4
world,NOUN,5.89,-6.508281415926929,14.689999999999998,1,2
great,ADJ,5.88,-5.449784649906113,28.35,1,2
last,ADJ,5.86,-5.241634621376049,40.8,1,2
best,ADJ,5.84,-5.052460917083115,39.66,1,2
love,NOUN,5.82,-5.517653176519419,25.45,1,2
man,NOUN,5.82,-5.36091004872542,83.21999999999998,0,4
home,NOUN,5.81,-7.262218385124269,20.25,0,2
long,ADV,5.81,-7.326168857876729,35.09,0,2
look,NOUN,5.81,-8.128874242143043,45.23,1,4
something,NOUN,5.81,-5.158953764369366,0.0,0,2
use,NOUN,5.81,-6.115382865178078,19.82,1,2
used,VERB,5.8,-6.316862332460948,4.69,1,2
come,VERB,5.78,-4.907063427117177,39.55,0,2
part,NOUN,5.78,-5.653082706370426,40.3,1,2
state,NOUN,5.78,-4.892890925854114,30.34,1,2
always,ADV,5.76,-6.643700137161512,0.0,1,2
better,ADV,5.76,-5.760444893874762,9.74,0,2
find,VERB,5.76,-5.6445611899980825,50.010000000000005,1,2
help,NOUN,5.75,-6.633029275090636,25.4,1,2
high,ADJ,5.75,-7.359746117027235,54.11,0,4
little,ADJ,5.75,-4.686947647477319,0.0,1,2
old,ADJ,5.75,-6.176975183615341,35.57,1,2
things,NOUN,5.74,-5.187772910756196,11.8,1,2
game,NOUN,5.72,-7.3995465443511454,45.04,0,4
thing,NOUN,5.72,-4.830903337424248,39.88,0,2
give,VERB,5.71,-6.321458612465383,14.740000000000002,1,2
house,NOUN,5.71,-7.955379819937328,0.0,1,2
place,NOUN,5.71,-5.730033025201924,34.99,1,2
school,NOUN,5.71,-6.453588899544281,15.03,0,2
next,ADJ,5.7,-5.055945470453348,5.01,1,2
mr,NOUN,5.69,-4.757150722281144,14.71,0,2
end,NOUN,5.68,-4.941661622793626,38.18,1,2
found,NOUN,5.68,-5.778678449510208,29.790000000000003,1,2
must,VERB,5.68,-4.597375642522179,4.83,1,2
show,NOUN,5.68,-8.85413553852207,52.47,0,4
big,ADJ,5.67,-6.393968045115993,29.51,1,2
feel,NOUN,5.67,-6.952658507084563,78.26,0,4
sure,NOUN,5.67,-7.404645125009649,15.28,0,2
team,NOUN,5.67,-6.01326035947844,54.03,0,4
ever,ADV,5.66,-6.35036482240374,10.46,0,2
family,NOUN,5.66,-6.005677068203038,4.94,1,2
keep,VERB,5.66,-6.955906147544559,29.17,1,2
might,VERB,5.66,-6.6825817893874575,90.05,1,4
please,NOUN,5.66,-5.454129425701962,4.84,1,2
put,NOUN,5.66,-8.61370409179708,24.130000000000003,1,3
money,NOUN,5.64,-4.430574228265935,20.98,0,2
free,ADJ,5.63,-5.134468721513951,14.31,0,2
second,ADJ,5.63,-4.611854476163346,4.86,2,2
someone,NOUN,5.63,-4.791428682368607,0.0,0,2
away,ADV,5.62,-7.084337338248885,6.01,1,2
left,NOUN,5.62,-6.816288840532269,10.1,1,2
number,NOUN,5.62,-5.529120175229735,4.98,0,2
city,NOUN,5.61,-5.4004564100571,9.74,0,2
days,NOUN,5.61,-7.131736681195404,25.62,1,2
lot,NOUN,5.61,-7.116318146981318,61.38999999999999,1,4
name,NOUN,5.61,-6.957544441984778,30.14,0,2
night,NOUN,5.61,-6.70514101892042,71.22,1,4
play,NOUN,5.61,-5.945791617421835,40.28,0,2
company,NOUN,5.6,-4.78900168216698,5.18,1,2
let,VERB,5.6,-6.215838855493054,97.76000000000002,1,4
real,ADJ,5.6,-5.157658435283376,39.760000000000005,0,2
called,VERB,5.59,-6.410513499290543,20.66,1,2
different,ADJ,5.59,-4.643979623726701,5.01,2,2
set,NOUN,5.59,-6.049441177949125,115.29,1,4
thought,NOUN,5.59,-7.866509977675553,18.41,1,2
done,VERB,5.58,-4.151072386426133,44.6,0,2
however,ADV,5.58,-6.946995192319741,0.0,0,2
getting,VERB,5.57,-4.838420892951835,9.3,0,2
god,NOUN,5.57,-7.210483309639189,21.51,1,2
government,NOUN,5.57,-5.047214738472989,0.0,2,2
group,NOUN,5.57,-6.37344557748798,9.81,1,2
looking,VERB,5.57,-5.401030279091123,0.0,0,2
public,NOUN,5.57,-5.361306155807286,0.0,1,2
top,NOUN,5.57,-7.462410888964979,29.92,1,2
women,NOUN,5.57,-4.624274517149777,5.35,1,2
business,NOUN,5.56,-5.489976785792229,0.0,2,2
care,NOUN,5.56,-5.952936381402641,54.63,0,4
start,NOUN,5.56,-5.102826243761001,24.55,1,2
system,NOUN,5.56,-4.727685903135088,5.07,1,2
times,NOUN,5.56,-7.023278370237676,16.36,1,2
week,NOUN,5.56,-6.830553526078671,34.63,1,2
already,ADV,5.55,-5.577177136871166,0.0,0,2
anything,NOUN,5.55,-5.3012576850508575,0.0,0,2
case,NOUN,5.55,-5.778009376958756,35.1,1,2
nothing,NOUN,5.55,-5.168640894591769,0.0,0,2
person,NOUN,5.55,-4.650968081462137,0.0,1,2
today,NOUN,5.55,-7.131098850299014,0.0,1,2
change,NOUN,5.54,-6.847949816114212,14.840000000000002,0,2
enough,ADV,5.54,-5.62917419910367,0.0,1,2
everything,NOUN,5.54,-5.3949714489851095,0.0,0,2
full,ADJ,5.54,-8.240091898508643,44.23,0,4
live,ADJ,5.54,-5.333206992415184,47.08,1,2
making,VERB,5.54,-5.318687434808393,5.39,0,2
point,NOUN,5.54,-5.619710663961191,14.46,1,2
read,NOUN,5.54,-5.127376997127705,70.53,1,4
told,NOUN,5.54,-6.3578031772720935,26.1,1,2
yet,ADV,5.54,-6.75450214468553,51.49999999999999,1,4
bad,ADJ,5.53,-6.636568509059553,54.38,1,4
hard,ADJ,5.53,-5.708592022009141,28.69,1,2
mean,NOUN,5.53,-6.506894085979032,61.150000000000006,0,4
support,NOUN,5.53,-5.508495335472223,4.73,2,2
tell,NOUN,5.53,-5.944016235200702,68.55,0,4
including,VERB,5.52,-4.884882766040247,0.0,1,2
music,NOUN,5.52,-5.831576074229727,0.0,1,2
power,NOUN,5.52,-8.199758160815108,18.88,0,3
seen,VERB,5.52,-6.1281139384995855,71.32,0,4
states,NOUN,5.52,-4.932144867510936,5.78,1,2
stop,NOUN,5.52,-5.189627997675177,25.66,1,2
water,NOUN,5.52,-5.913119279270651,5.07,0,2
based,VERB,5.51,-5.043760423128091,24.92,1,2
believe,VERB,5.51,-5.68083186627939,9.21,1,2
call,NOUN,5.51,-6.687552046170748,64.08,0,4
head,NOUN,5.51,-6.606259062696985,81.65000000000002,1,4
men,NOUN,5.51,-5.401030279091123,66.22999999999999,0,4
national,ADJ,5.51,-5.251460498563358,0.0,2,2
small,ADJ,5.51,-7.025604566833149,13.93,0,2
took,VERB,5.51,-8.123631987810898,36.91,1,4
white,ADJ,5.51,-6.698824248762983,91.32,1,4
came,VERB,5.5,-6.805018201531025,55.24,0,4
far,ADV,5.5,-5.858385756892479,30.430000000000003,0,2
job,NOUN,5.5,-7.973242317218419,14.989999999999998,1,3
side,NOUN,5.5,-6.4522753600650455,73.76000000000002,1,4
try,NOUN,5.5,-5.480098269521611,33.78,0,2
went,VERB,5.5,-5.090394666912904,35.38,1,2
yes,NOUN,5.5,-6.154068186075856,26.58,1,2
actually,ADV,5.49,-5.848382903651631,4.85,2,2
american,ADJ,5.49,-4.683896344026887,10.05,3,1
later,ADV,5.49,-5.288882019761552,19.62,0,2
less,ADV,5.49,-5.823667968930591,49.85,1,4
line,NOUN,5.49,-6.1621389955684265,65.78999999999999,0,4
order,NOUN,5.49,-5.43165220706162,14.170000000000002,0,2
party,NOUN,5.49,-5.629823156408066,15.740000000000002,0,2
run,VERB,5.49,-3.99321191140272,59.03,0,2
says,VERB,5.49,-5.315050589289679,35.92,1,2
service,NOUN,5.49,-5.65566682363391,4.83,2,2
country,NOUN,5.48,-4.383176095050411,5.13,1,2
open,ADJ,5.48,-4.591438893176794,9.55,1,2
season,NOUN,5.48,-4.747710033170554,9.84,1,2
shit,NOUN,5.48,-5.931657200346312,49.45,1,4
thank,NOUN,5.48,-6.923854173571886,21.24,1,2
children,NOUN,5.47,-4.887387219008814,0.0,2,2
everyone,NOUN,5.47,-5.010544798191134,0.0,0,2
general,ADJ,5.47,-4.939491138281692,4.95,1,2
trying,VERB,5.47,-5.885192846705091,4.56,0,2
united,ADJ,5.47,-5.557075142221416,0.0,2,2
using,VERB,5.47,-5.200499424718139,4.85,0,2
area,NOUN,5.46,-5.088379021451346,9.82,1,2
black,ADJ,5.46,-5.935174955028822,15.84,1,2
following,VERB,5.46,-5.512179127264006,4.66,0,2
law,NOUN,5.46,-6.936556068587864,50.2,0,4
makes,VERB,5.46,-5.898677547848095,20.63,1,2
together,ADV,5.46,-6.154802635554266,0.0,1,2
war,NOUN,5.46,-5.5293166938278295,34.15,0,2
whole,ADJ,5.46,-6.729517047625818,65.01,0,4
car,NOUN,5.45,-5.458371101841372,50.8,0,4
face,NOUN,5.45,-6.010724841493244,38.89,1,2
kind,NOUN,5.45,-5.766706300116771,25.37,1,2
maybe,ADV,5.45,-7.078187791383678,5.26,0,2
president,NOUN,5.45,-4.905386484677339,0.0,2,2
story,NOUN,5.45,-4.810209855979956,19.26,0,2
working,VERB,5.45,-5.311270902510619,4.86,0,2
course,NOUN,5.44,-5.61657686653066,29.74,1,2
games,NOUN,5.44,-7.184220496228753,15.74,1,2
health,NOUN,5.44,-6.685476101131058,25.4,1,2
hope,NOUN,5.44,-7.397015124833567,20.39,1,2
important,ADJ,5.44,-4.843135539527908,4.56,2,2
least,ADJ,5.44,-4.880142701451073,21.69,1,2
means,NOUN,5.44,-5.96053193169849,10.11,1,2
news,NOUN,5.44,-6.374659486570419,44.71,1,4
able,ADJ,5.43,-4.889310537743609,9.59,1,2
book,NOUN,5.43,-7.688925256935839,36.18,1,4
early,ADV,5.43,-5.551860848753331,4.98,0,2
friends,NOUN,5.43,-5.437639205782792,5.37,1,2
information,NOUN,5.43,-4.786300053126306,0.0,1,2
local,ADJ,5.43,-4.939815292828004,0.0,1,2
post,NOUN,5.43,-5.193348527585513,24.57,1,2
thanks,NOUN,5.43,-6.092116167038074,14.950000000000005,1,2
video,NOUN,5.43,-6.032157383302866,4.79,0,2
young,ADJ,5.43,-5.615013642895298,0.0,0,2
ago,ADV,5.42,-6.758508029917612,6.03,1,2
others,NOUN,5.42,-6.255195745403976,0.0,1,2
social,ADJ,5.42,-5.026185575444571,0.0,1,2
talk,NOUN,5.42,-7.238177851776804,39.63,1,4
court,NOUN,5.41,-5.541778427687689,29.69,1,2
fact,NOUN,5.41,-5.914651665095023,29.26,1,2
given,VERB,5.41,-4.921653734192196,0.0,1,2
guys,NOUN,5.41,-6.562464893910042,39.76,1,2
half,NOUN,5.41,-7.011151059330376,13.79,1,2
hand,NOUN,5.41,-5.248896924854743,15.3,1,2
level,NOUN,5.41,-5.175070175505312,4.97,1,2
mind,NOUN,5.41,-5.708905575354971,30.56,1,2
often,ADV,5.41,-4.698296951177885,5.4,1,2
single,ADJ,5.41,-4.781753438387882,0.0,1,2
become,NOUN,5.4,-5.102826243761001,9.98,0,2
body,NOUN,5.4,-6.582437884060395,4.69,0,2
coming,VERB,5.4,-4.763222634491108,4.61,0,2
control,NOUN,5.4,-4.66270820127932,4.59,2,2
death,NOUN,5.4,-7.0146057930253285,18.96,1,2
food,NOUN,5.4,-7.639331486161864,13.99,1,3
guy,NOUN,5.4,-8.790972358699026,56.6,0,4
hours,NOUN,5.4,-5.817390238902109,9.88,1,2
office,NOUN,5.4,-5.527884001771394,10.44,2,2
pay,NOUN,5.4,-7.016332072431847,88.28999999999999,0,4
problem,NOUN,5.4,-5.5551986898471055,5.19,1,2
south,NOUN,5.4,-9.350522402576043,4.83,1,3
true,ADJ,5.4,-5.522689171857454,33.71,0,2
almost,ADV,5.39,-5.605429655649451,0.0,1,2
fuck,NOUN,5.39,-5.828934217675187,19.450000000000003,1,2
history,NOUN,5.39,-4.79030770388153,0.0,0,2
known,VERB,5.39,-6.776034274121064,59.49999999999999,0,4
large,ADJ,5.39,-6.016224561969835,9.84,0,2
lost,VERB,5.39,-5.241634621376049,21.65,1,2
research,NOUN,5.39,-5.675836623005802,0.0,0,2
room,NOUN,5.39,-6.622463561152994,18.72,0,2
several,ADJ,5.39,-5.074484452898651,0.0,1,2
started,VERB,5.39,-4.993694109767124,0.0,2,2
taking,VERB,5.39,-5.269543338180389,10.83,0,2
university,NOUN,5.39,-5.572154392177829,0.0,2,2
win,NOUN,5.39,-4.323507946426804,28.5,0,2
wrong,ADJ,5.39,-7.45700992936791,24.9,0,3
anyone,NOUN,5.38,-4.887689607883208,0.0,0,2
else,ADV,5.38,-6.476180676356184,19.75,1,2
girl,NOUN,5.38,-7.262218385124269,10.23,0,3
john,NOUN,5.38,-6.259511326524618,21.0,0,2
matter,NOUN,5.38,-5.642809678165486,27.84,0,2
pretty,ADV,5.38,-5.21524540554496,0.0,0,2
remember,VERB,5.38,-5.796226765047481,0.0,0,2
air,NOUN,5.37,-5.389742104467384,106.89999999999998,0,4
bit,NOUN,5.37,-5.796736931356302,65.47,1,4
friend,NOUN,5.37,-5.294586335508785,15.03,1,2
hit,NOUN,5.37,-6.010724841493244,63.760000000000005,1,4
needs,NOUN,5.37,-6.304330419429524,10.62,1,2
nice,ADJ,5.37,-6.36921138065847,24.34,1,2
playing,VERB,5.37,-5.243494010167348,4.75,0,2
probably,ADV,5.37,-5.689010125078357,0.0,1,2
saying,VERB,5.37,-5.204777844342142,18.93,0,2
understand,NOUN,5.37,-4.746413525089752,0.0,1,2
yeah,NOUN,5.37,-7.462410888964979,9.78,0,3
york,NOUN,5.37,-5.798955063926537,0.0,1,2
class,NOUN,5.36,-5.90853616085882,10.21,1,2
close,ADV,5.36,-6.32897011743462,10.09,1,2
comes,VERB,5.36,-5.243787515465332,5.78,1,2
idea,NOUN,5.36,-5.986958713639436,4.84,1,2
international,ADJ,5.36,-4.57971981179109,0.0,2,1
looks,NOUN,5.36,-6.1072211373924175,20.8,1,2
past,NOUN,5.36,-5.084027291851598,30.75,1,2
possible,ADJ,5.36,-5.1333267940778615,0.0,2,2
wanted,VERB,5.36,-5.165130033105087,0.0,2,2
b,NOUN,5.35,-6.933370567106692,90.90000000000002,0,4
cause,NOUN,5.35,-7.25559791427571,24.66,1,3
due,ADJ,5.35,-6.364692888526315,46.620000000000005,0,4
happy,ADJ,5.35,-6.701342916663623,0.0,0,2
human,NOUN,5.35,-4.652838479689593,4.61,1,2
members,NOUN,5.35,-6.027833969058215,5.18,1,2
months,NOUN,5.35,-4.761769026784071,5.25,1,2
move,NOUN,5.35,-8.240091898508643,19.46,1,3
question,NOUN,5.35,-4.86771486672962,5.15,1,2
r,NOUN,5.35,-5.249093010939066,35.910000000000004,0,2
series,NOUN,5.35,-5.257849354672246,4.84,1,2
wait,NOUN,5.35,-5.61416025887423,65.14,1,4
woman,NOUN,5.35,-4.764222191043119,5.57,1,2
ask,NOUN,5.34,-5.722885786530419,14.95,1,2
community,NOUN,5.34,-5.513507629276173,4.71,2,2
data,NOUN,5.34,-5.307921337390759,9.76,1,2
late,ADV,5.34,-5.441393595107048,80.03999999999999,1,4
leave,VERB,5.34,-5.495858962751576,26.01,1,2
north,NOUN,5.34,-5.966569028275206,4.83,1,2
saw,NOUN,5.34,-7.57078070898956,42.650000000000006,0,4
special,ADJ,5.34,-5.062643054179964,0.0,1,2
watch,NOUN,5.34,-7.604448740168742,9.18,0,3
c,NOUN,5.33,-6.0006506100882575,100.49,0,4
fucking,VERB,5.33,-5.143865589198044,0.0,0,2
future,NOUN,5.33,-6.717895539149894,0.0,0,2
light,NOUN,5.33,-6.166565832906867,109.16,1,4
low,ADJ,5.33,-6.482252277137466,95.54,0,4
morning,NOUN,5.33,-5.135469191257607,4.59,0,2
police,NOUN,5.33,-4.92570883904667,0.0,2,1
short,ADJ,5.33,-5.635822936874676,15.14,1,2
stay,NOUN,5.33,-4.804035844842778,21.3,0,2
taken,VERB,5.33,-4.642071750446816,0.0,1,2
age,NOUN,5.32,-7.920584444655825,28.68,0,3
buy,VERB,5.32,-7.467823669326579,55.37000000000001,0,4
deal,NOUN,5.32,-6.360194721361529,35.120000000000005,0,2
rather,ADV,5.32,-5.670343830105493,0.0,0,2
reason,NOUN,5.32,-4.5448524347810375,15.41,1,2
red,ADJ,5.32,-5.816866070000203,70.53,1,4
report,NOUN,5.32,-5.404269168092025,0.0,1,2
soon,ADV,5.32,-7.112506510742277,45.400000000000006,0,4
third,ADJ,5.32,-6.79804921889408,15.16,1,2
turn,NOUN,5.32,-5.576973627792505,44.040000000000006,0,2
check,NOUN,5.31,-6.143171548484343,18.55,1,2
development,NOUN,5.31,-4.994396362167192,0.0,3,1
form,NOUN,5.31,-5.648371419892654,38.71000000000001,0,2
heart,NOUN,5.31,-5.731305789907679,30.7,1,2
minutes,NOUN,5.31,-4.6454110993686974,4.98,2,1
services,NOUN,5.31,-5.528795248429861,0.0,3,1
act,NOUN,5.3,-5.594351554346711,20.0,1,2
asked,VERB,5.3,-4.754533676048339,10.64,1,2
child,NOUN,5.3,-6.777393905563437,9.29,1,2
fire,NOUN,5.3,-6.809232084623575,25.02,0,2
fun,NOUN,5.3,-4.223937662965845,66.51,0,4
living,NOUN,5.3,-5.000277125628076,14.6,0,2
major,ADJ,5.3,-7.265173356118815,4.62,0,3
media,NOUN,5.3,-6.144979429097528,4.61,1,2
phone,NOUN,5.3,-6.997483069356909,44.1,0,4
players,NOUN,5.3,-5.940763828258641,10.03,1,2
art,NOUN,5.29,-5.422939988942937,30.34,1,2
building,NOUN,5.29,-5.081158085313791,4.69,0,2
easy,ADJ,5.29,-6.321458612465383,4.76,0,2
gonna,NOUN,5.29,-5.63032757284936,9.99,1,2
market,NOUN,5.29,-5.824825317716135,9.11,2,2
non,NOUN,5.29,-6.029249491470741,15.7,0,2
plan,NOUN,5.29,-5.475147628139137,19.31,0,2
political,ADJ,5.29,-4.651740964816176,0.0,3,1
quite,ADV,5.29,-6.509670673233401,19.21,1,2
talking,VERB,5.29,-5.35514383548779,10.25,0,2
west,NOUN,5.29,-5.042636927622056,49.69,1,2
works,NOUN,5.29,-5.881108131765092,21.200000000000003,1,2
according,VERB,5.28,-5.037999810544712,4.51,1,2
available,ADJ,5.28,-5.2609849736112295,0.0,3,1
education,NOUN,5.28,-5.205439232680448,0.0,2,1
final,ADJ,5.28,-4.980882335946908,5.17,1,2
former,ADJ,5.28,-5.82052417768765,14.72,0,2
front,NOUN,5.28,-4.407956732633529,0.0,1,2
kids,NOUN,5.28,-5.811322029362798,4.99,1,2
list,NOUN,5.28,-4.572833691709412,26.020000000000003,1,2
ready,ADJ,5.28,-5.904732875899033,10.86,0,2
sometimes,ADV,5.28,-5.957724208426417,0.0,2,2
son,NOUN,5.28,-4.092037625248619,65.9,0,4
street,NOUN,5.28,-4.808686370461377,19.07,2,2
bring,NOUN,5.27,-4.742651081928909,14.189999999999998,0,2
college,NOUN,5.27,-5.68151523994272,0.0,0,2
current,ADJ,5.27,-5.414536625540739,0.0,2,1
example,NOUN,5.27,-5.485324282514712,4.63,1,2
experience,NOUN,5.27,-4.872317872800356,4.63,3,1
heard,NOUN,5.27,-6.770614159268724,30.2,1,2
london,NOUN,5.27,-4.227740421174584,0.0,1,2
meet,NOUN,5.27,-6.577969633582666,54.67,1,4
program,NOUN,5.27,-5.856395337530309,4.9,0,2
type,NOUN,5.27,-7.095519620894779,34.81,1,3
baby,NOUN,5.26,-7.33090585714635,9.9,0,3
chance,NOUN,5.26,-5.383864361722827,4.93,1,2
father,NOUN,5.26,-7.985330408584447,0.0,0,3
march,NOUN,5.26,-6.0166510816577246,5.05,0,2
process,NOUN,5.26,-5.923734873119155,0.0,1,2
song,NOUN,5.26,-7.751911413097093,39.43,0,4
study,NOUN,5.26,-4.934084059141433,9.47,0,2
word,NOUN,5.26,-6.391196123368386,67.85000000000001,1,4
action,NOUN,5.25,-4.629191399017598,4.82,1,2
clear,ADJ,5.25,-5.573154292271137,9.89,0,2
gave,VERB,5.25,-7.319112712795139,35.37,1,3
gets,VERB,5.25,-5.582459046923828,20.65,1,2
month,NOUN,5.25,-4.479365190242137,10.989999999999998,1,2
self,NOUN,5.25,-6.23651123023418,14.6,1,2
students,NOUN,5.25,-4.692425592750564,5.02,2,1
words,NOUN,5.25,-6.349483250630215,9.86,1,2
board,NOUN,5.24,-5.566636123873375,19.39,1,2
cost,NOUN,5.24,-5.225535416029677,19.52,1,2
cut,NOUN,5.24,-4.837344391188006,30.020000000000003,1,2
dr,NOUN,5.24,-6.6251963072291264,9.49,1,2
field,NOUN,5.24,-6.535715973667137,33.85,1,2
held,NOUN,5.24,-6.19355625172558,26.99,1,2
instead,ADV,5.24,-4.630973239890269,0.0,2,1
main,ADJ,5.24,-6.494493973683169,87.13000000000001,0,4
moment,NOUN,5.24,-4.694556745127271,4.62,2,1
mother,NOUN,5.24,-6.035934855305331,0.0,0,2
road,NOUN,5.24,-6.311146532221724,68.28,1,4
seems,VERB,5.24,-6.483605815669845,24.04,1,2
thinking,VERB,5.24,-4.957959830345013,0.0,0,2
town,NOUN,5.24,-6.951038633498496,19.36,0,3
wants,VERB,5.24,-5.374050042433764,6.04,1,2
de,NOUN,5.23,-6.107683806100684,97.15000000000002,0,4
department,NOUN,5.23,-4.940117186373688,0.0,3,1
energy,NOUN,5.23,-6.00033981604735,0.0,0,2
fight,NOUN,5.23,-6.448351378903018,96.25,1,4
fine,NOUN,5.23,-6.442481568185111,56.91,0,4
force,NOUN,5.23,-5.60723397098237,39.45,1,2
hear,NOUN,5.23,-7.854427901742377,9.94,0,3
issue,NOUN,5.23,-6.746546707628729,9.920000000000002,0,3
played,NOUN,5.23,-6.155287856351022,40.3,1,4
points,NOUN,5.23,-5.447862003828054,10.02,1,2
price,NOUN,5.23,-5.941452272876502,28.450000000000003,1,2
rest,NOUN,5.23,-4.897870160411785,34.55,1,2
results,NOUN,5.23,-4.9887466088386185,5.18,1,2
running,VERB,5.23,-4.250852418007038,0.0,0,2
shows,NOUN,5.23,-7.312120991647,44.28,1,4
space,NOUN,5.23,-5.799638303299782,4.59,1,2
summer,NOUN,5.23,-5.362452768948885,0.0,0,2
term,NOUN,5.23,-5.579437018858414,36.51,0,2
wife,NOUN,5.23,-7.592081479036304,25.61,1,3
america,NOUN,5.22,-5.073806750093333,5.49,3,1
beautiful,NOUN,5.22,-5.277178377678916,0.0,2,1
date,NOUN,5.22,-5.681057650550809,66.00999999999999,1,4
goes,VERB,5.22,-7.026764065564339,45.63,1,4
killed,VERB,5.22,-5.952139993192493,34.9,1,2
land,NOUN,5.22,-5.154428300303103,19.87,1,2
miss,NOUN,5.22,-4.991103291650972,33.05,1,2
project,NOUN,5.22,-5.452077122795875,4.81,1,2
sex,NOUN,5.22,-5.4485822724496735,19.89,1,2
shot,NOUN,5.22,-7.236023262712903,60.080000000000005,1,4
site,NOUN,5.22,-6.430856724458778,97.02,1,4
strong,ADJ,5.22,-5.210685681988934,4.55,1,2
account,NOUN,5.21,-5.490953536537916,14.69,2,1
co,NOUN,5.21,-6.7191783280256745,67.18,0,4
especially,ADV,5.21,-5.570703684440698,0.0,1,2
eyes,NOUN,5.21,-5.924666081569566,34.61,1,2
include,NOUN,5.21,-5.124974329635203,4.96,2,1
june,NOUN,5.21,-7.302859249540651,24.87,0,3
parents,NOUN,5.21,-4.601182148790235,4.57,2,1
period,NOUN,5.21,-5.412308351126792,0.0,2,1
position,NOUN,5.21,-4.922150627930303,9.2,2,1
record,NOUN,5.21,-5.184333538750891,4.9,2,1
similar,ADJ,5.21,-4.968796376817266,0.0,1,2
total,ADJ,5.21,-4.95577643888241,9.93,1,2
w,NOUN,5.21,-5.151296615791773,0.0,1,2
club,NOUN,5.2,-5.380938395236374,4.51,1,2
common,ADJ,5.2,-4.643038214431988,0.0,1,2
died,VERB,5.2,-6.673940864381402,49.09,1,4
film,NOUN,5.2,-6.215058199702577,13.98,0,2
happened,VERB,5.2,-4.838441096324031,10.15,2,1
knew,NOUN,5.2,-6.1996554485700095,22.0,0,2
lead,NOUN,5.2,-5.441393595107048,71.36,1,4
likely,ADJ,5.2,-5.731706753459296,0.0,0,2
military,ADJ,5.2,-5.278306917710995,0.0,1,2
perfect,NOUN,5.2,-5.6747985949324935,0.0,1,2
personal,ADJ,5.2,-4.955665690621612,0.0,0,2
security,NOUN,5.2,-5.373799821331916,0.0,1,2
share,NOUN,5.2,-6.034422153758658,59.76,0,4
st,NOUN,5.2,-4.808686370461377,19.07,2,1
tv,NOUN,5.2,-6.278080521377765,0.0,0,2
x,NOUN,5.2,-5.290111130000938,10.6,1,2
april,NOUN,5.19,-4.786579359130624,0.0,1,2
center,NOUN,5.19,-5.017006044299516,24.04,0,2
county,NOUN,5.19,-5.485698099418725,9.39,0,2
couple,NOUN,5.19,-4.842841252499529,0.0,1,2
dead,ADJ,5.19,-6.41271763201676,72.11000000000001,1,4
english,ADJ,5.19,-5.079485497189398,0.0,1,2
happen,VERB,5.19,-4.822960590991052,10.16,1,2
hold,NOUN,5.19,-6.431496255573894,51.29000000000001,1,4
industry,NOUN,5.19,-4.521752257708595,0.0,2,1
issues,NOUN,5.19,-6.781951165023354,9.96,1,3
online,NOUN,5.19,-6.576295584184469,0.0,0,3
player,NOUN,5.19,-6.3260761158458125,35.96,0,4
private,ADJ,5.19,-5.662391042296451,0.0,2,1
problems,NOUN,5.19,-5.664996471360175,5.4,2,1
return,NOUN,5.19,-5.322337555266022,9.42,0,2
rights,NOUN,5.19,-5.702994784965196,38.96,1,2
sense,NOUN,5.19,-5.241243511838666,25.01,1,2
