word,pos_tag,spoken_frequency_zipf,log_phonotactic_probability,lexical_competition_risk,phonetic_instability,cluster_label
obviously,ADV,4.8,-5.714581575612825,0.0,1,0
option,NOUN,4.8,-4.73631927569382,4.71,1,0
prison,NOUN,4.8,-4.663871907762384,0.0,1,0
provides,VERB,4.8,-5.6821227493051625,5.15,2,1
remains,NOUN,4.8,-5.56717768475923,9.45,1,0
senate,NOUN,4.8,-5.384145443912892,14.57,2,1
smaller,ADJ,4.8,-6.769934349589247,5.51,0,3
somebody,NOUN,4.8,-5.479230315895445,0.0,0,0
stone,NOUN,4.8,-5.189443230888903,4.49,0,0
strength,NOUN,4.8,-5.292084829221736,0.0,2,1
users,NOUN,4.8,-5.962842105445304,4.69,1,0
wild,NOUN,4.8,-6.610484327131509,25.48,1,3
window,NOUN,4.8,-4.750398290644939,4.72,0,0
winner,NOUN,4.8,-4.658989826797828,24.26,0,0
arrived,VERB,4.79,-7.833339057767885,4.88,1,3
bag,NOUN,4.79,-6.737337626691007,21.790000000000003,1,3
bet,NOUN,4.79,-6.511055137881869,97.41,1,4
camp,NOUN,4.79,-6.008199803599706,4.51,1,0
cast,NOUN,4.79,-5.040075433378528,40.65,1,0
christ,NOUN,4.79,-5.290265867037555,0.0,1,0
continues,VERB,4.79,-4.534314783422844,10.04,2,1
correct,NOUN,4.79,-5.944310005554518,4.91,1,0
dangerous,ADJ,4.79,-5.97548884098562,0.0,2,1
ed,NOUN,4.79,-6.396759669664509,120.62,1,4
extremely,ADV,4.79,-5.015134399911433,0.0,1,0
firm,NOUN,4.79,-6.76655089915938,5.23,0,3
greatest,ADJ,4.79,-4.901829769302554,0.0,2,1
handle,NOUN,4.79,-4.881696054284187,0.0,1,0
improve,VERB,4.79,-5.9142664970236565,4.61,2,1
indeed,ADV,4.79,-4.732434401316271,0.0,1,0
leaves,NOUN,4.79,-5.833695279416867,19.79,1,0
movies,NOUN,4.79,-6.84066688653133,9.75,1,3
negative,ADJ,4.79,-5.473666487366325,0.0,2,1
prevent,NOUN,4.79,-5.146041013603044,0.0,1,0
removed,VERB,4.79,-6.018860410189824,4.71,1,0
richard,NOUN,4.79,-5.820787188283773,0.0,1,0
spirit,NOUN,4.79,-5.502082400095643,0.0,2,1
television,NOUN,4.79,-5.232462212552035,0.0,2,1
till,NOUN,4.79,-4.917403181068741,54.01,0,4
trouble,NOUN,4.79,-4.765660586108206,0.0,1,0
usa,NOUN,4.79,-6.235055733691297,0.0,0,3
videos,NOUN,4.79,-6.1382722526799816,5.43,1,3
advantage,NOUN,4.78,-5.289760084745219,0.0,0,0
apart,ADV,4.78,-5.709919266302266,5.78,2,1
aware,ADJ,4.78,-6.1621389955684265,9.43,1,3
cat,NOUN,4.78,-6.149696209495049,56.83,1,4
customers,NOUN,4.78,-4.884471475514564,4.61,2,1
decide,NOUN,4.78,-5.269996223094137,0.0,1,0
dinner,NOUN,4.78,-4.498525395364512,9.3,0,0
dollars,NOUN,4.78,-6.119257010363712,4.59,1,0
eastern,ADJ,4.78,-5.146662942633847,0.0,0,0
fifth,NOUN,4.78,-6.809232084623575,0.0,1,3
function,NOUN,4.78,-5.007290892845866,4.5,2,1
gift,NOUN,4.78,-6.888737273146375,9.07,1,3
helping,VERB,4.78,-5.436391633848265,0.0,0,0
impossible,ADJ,4.78,-5.257924263988791,0.0,2,1
influence,NOUN,4.78,-4.72673461209824,0.0,3,1
items,NOUN,4.78,-5.442467221747454,4.57,2,1
joe,NOUN,4.78,-9.071883628829166,57.61,0,4
marketing,NOUN,4.78,-4.914892026269906,0.0,1,0
mary,NOUN,4.78,-5.172876615072019,15.66,0,0
materials,NOUN,4.78,-4.866897353444989,4.95,3,1
produce,NOUN,4.78,-6.1689370794466285,9.6,2,1
progress,NOUN,4.78,-5.7438297693338844,0.0,1,0
proud,NOUN,4.78,-6.204251909346556,9.19,1,3
require,NOUN,4.78,-5.796638169175553,0.0,0,0
shooting,VERB,4.78,-4.945143945792698,0.0,0,0
shut,NOUN,4.78,-4.885879292836711,25.3,1,0
standards,NOUN,4.78,-5.242697246386463,5.03,1,0
tells,NOUN,4.78,-5.941452272876502,19.34,1,0
thinks,NOUN,4.78,-5.125677526687199,16.23,1,0
van,NOUN,4.78,-5.524244789238862,29.64,0,0
wood,NOUN,4.78,-7.964256803949865,22.4,1,3
background,NOUN,4.77,-5.996187683577115,0.0,2,1
birth,NOUN,4.77,-7.13562246913276,19.38,1,3
bridge,NOUN,4.77,-5.534938838350022,5.27,0,0
carried,VERB,4.77,-5.457277928668668,4.89,1,0
charles,NOUN,4.77,-6.077122658356698,0.0,1,0
classes,NOUN,4.77,-5.627791348179706,0.0,2,1
completed,VERB,4.77,-5.1618477946029815,0.0,4,1
concept,NOUN,4.77,-5.778678449510208,0.0,1,0
copy,NOUN,4.77,-6.234397625804176,4.86,0,3
dear,NOUN,4.77,-5.350716535347245,29.85,0,0
dogs,NOUN,4.77,-7.195197380229311,0.0,1,3
drugs,NOUN,4.77,-5.619283250481784,4.87,1,0
efforts,NOUN,4.77,-6.061020434201336,4.92,1,0
garden,NOUN,4.77,-4.799766368717469,0.0,1,0
host,NOUN,4.77,-5.208366979349775,10.3,1,0
housing,NOUN,4.77,-5.393149060844812,0.0,0,0
inc,NOUN,4.77,-4.7423539547109606,15.59,1,0
israel,NOUN,4.77,-4.92870744134886,0.0,1,0
journal,NOUN,4.77,-5.036048491245332,0.0,1,0
labor,NOUN,4.77,-6.520148689175286,5.49,0,3
leadership,NOUN,4.77,-6.033128562695165,0.0,1,0
length,NOUN,4.77,-7.176079267376888,0.0,1,3
lucky,ADJ,4.77,-5.557746343190961,4.91,0,0
patient,NOUN,4.77,-4.61919304835166,9.57,2,1
possibly,ADV,4.77,-5.595325458109458,0.0,1,0
prove,NOUN,4.77,-6.02731973001697,9.18,1,0
rare,NOUN,4.77,-5.420480480758447,56.1,0,4
setting,VERB,4.77,-4.845599783845821,19.77,0,0
skills,NOUN,4.77,-5.8424791845929445,5.05,1,0
software,NOUN,4.77,-6.604204778646018,0.0,1,3
thousands,NOUN,4.77,-4.987730131702137,4.64,2,1
tough,ADJ,4.77,-5.253831691508759,14.54,1,0
units,NOUN,4.77,-5.5539427881075,4.95,2,1
ad,NOUN,4.76,-6.810646717236433,49.23,1,4
alive,ADJ,4.76,-4.969720343896514,5.54,2,1
apple,NOUN,4.76,-4.9237156713159145,0.0,1,0
balance,NOUN,4.76,-4.736850721078078,0.0,2,1
birthday,NOUN,4.76,-7.444993326699961,0.0,0,3
bitch,NOUN,4.76,-6.75583279402403,30.72,0,3
boss,NOUN,4.76,-7.31444613801612,34.0,1,3
cards,NOUN,4.76,-5.640036142217255,14.44,1,0
changing,VERB,4.76,-5.496312311691776,0.0,0,0
connection,NOUN,4.76,-4.520285067885612,4.96,2,1
dress,NOUN,4.76,-5.745445447699786,5.16,1,0
easier,ADJ,4.76,-6.586933444943077,5.29,0,3
fellow,NOUN,4.76,-6.340641953669484,19.81,0,3
florida,NOUN,4.76,-5.381835941388228,0.0,2,1
horse,NOUN,4.76,-5.690051181844904,15.820000000000002,1,0
knowing,VERB,4.76,-5.180205496074859,10.82,0,0
liked,VERB,4.76,-6.0166510816577246,15.170000000000002,1,0
magic,NOUN,4.76,-5.837943779919754,0.0,1,0
managed,VERB,4.76,-5.768029838184263,9.51,2,1
map,NOUN,4.76,-6.387492327213571,38.95,1,3
net,NOUN,4.76,-6.49964700046194,62.06,1,4
owned,VERB,4.76,-5.424347818839408,20.81,1,0
request,NOUN,4.76,-5.201392128017101,0.0,1,0
stick,NOUN,4.76,-4.509279265755228,20.41,1,0
turns,NOUN,4.76,-5.495354670777767,19.97,1,0
vehicle,NOUN,4.76,-4.961589448330435,4.62,1,0
volume,NOUN,4.76,-6.507309412887468,0.0,0,3
wake,NOUN,4.76,-6.809232084623575,73.33,1,4
aid,NOUN,4.75,-6.782859818910821,54.24,1,4
beauty,NOUN,4.75,-6.076787169029301,0.0,0,3
believed,VERB,4.75,-5.882143883198518,5.51,1,0
busy,ADJ,4.75,-6.102119051226918,0.0,0,3
buying,NOUN,4.75,-5.1989535954754045,9.3,0,0
cells,NOUN,4.75,-5.91235396603719,30.390000000000004,1,0
concerned,ADJ,4.75,-4.750278042332028,9.25,2,1
conversation,NOUN,4.75,-5.1732418744940825,0.0,1,0
corner,NOUN,4.75,-5.817911320005884,0.0,0,0
criminal,ADJ,4.75,-4.5682646507922495,0.0,2,1
cultural,ADJ,4.75,-4.857648577125301,0.0,1,0
develop,VERB,4.75,-5.536643085939222,4.95,2,1
driver,NOUN,4.75,-6.383808120326175,14.93,0,3
ends,NOUN,4.75,-5.222846323797274,5.68,1,0
existing,VERB,4.75,-4.828933929581781,0.0,0,0
farm,NOUN,4.75,-5.92737862837943,20.01,0,0
file,NOUN,4.75,-6.767906383865738,59.74000000000001,0,4
fix,NOUN,4.75,-5.25027605412667,18.66,1,0
fly,NOUN,4.75,-6.1807188801559,14.38,0,3
frank,NOUN,4.75,-6.150788585709238,0.0,1,0
guide,NOUN,4.75,-7.0146057930253285,52.02,1,4
images,NOUN,4.75,-5.874161626688476,0.0,3,1
investigation,NOUN,4.75,-4.778593053819328,0.0,2,1
mexico,NOUN,4.75,-5.544026107522394,0.0,1,0
operating,NOUN,4.75,-5.087456944947661,0.0,0,0
paying,VERB,4.75,-5.185553126224422,10.74,0,0
presented,VERB,4.75,-5.104423033401466,0.0,2,1
raise,NOUN,4.75,-6.015167249820848,53.88,1,4
responsibility,NOUN,4.75,-5.357914516394626,0.0,2,1
roll,NOUN,4.75,-6.097967937821001,59.35,0,4
slightly,ADV,4.75,-5.872175091117124,0.0,0,0
suggest,NOUN,4.75,-5.398281358557221,4.49,2,1
surprise,NOUN,4.75,-6.015294232127468,4.68,1,0
technical,ADJ,4.75,-5.04580143813536,0.0,1,0
thoughts,NOUN,4.75,-6.044629064826624,5.59,1,0
treat,NOUN,4.75,-5.096971262861743,20.02,1,0
unique,NOUN,4.75,-6.24540756997572,0.0,1,3
variety,NOUN,4.75,-5.7784101202783305,0.0,1,0
violence,NOUN,4.75,-4.611437786425095,4.46,3,1
weapons,NOUN,4.75,-4.906644265758258,4.54,2,1
youth,NOUN,4.75,-6.348591021542696,10.92,1,3
appreciate,NOUN,4.74,-5.598892869859492,0.0,2,1
bigger,ADJ,4.74,-6.603592266404298,5.67,0,3
breaking,VERB,4.74,-5.315050589289679,0.0,0,0
discovered,VERB,4.74,-5.291256354273464,0.0,1,0
dry,NOUN,4.74,-6.364692888526315,34.8,0,3
edge,NOUN,4.74,-7.712951963350705,53.64,0,4
evil,NOUN,4.74,-4.965111888548623,0.0,1,0
excited,VERB,4.74,-5.191207981054951,0.0,2,1
forever,ADV,4.74,-6.639531293187479,0.0,0,3
funds,NOUN,4.74,-4.640864723412816,9.43,1,0
helps,NOUN,4.74,-6.588058684175117,10.63,1,3
henry,NOUN,4.74,-5.373547506558195,4.72,0,0
injury,NOUN,4.74,-5.006286762678835,4.51,0,0
iron,NOUN,4.74,-7.1201567337644445,0.0,0,3
lovely,ADV,4.74,-5.556673673617991,0.0,0,0
mad,NOUN,4.74,-6.44346167092304,65.66999999999999,1,4
magazine,NOUN,4.74,-6.440862734144782,0.0,1,3
martin,NOUN,4.74,-4.701847399757711,0.0,1,0
models,NOUN,4.74,-5.2127637181953785,5.13,2,1
offers,NOUN,4.74,-6.090630952602481,14.4,1,3
ordered,VERB,4.74,-5.577589567973259,10.22,1,0
parliament,NOUN,4.74,-4.806215951780326,0.0,3,1
prepared,ADJ,4.74,-5.403326832719833,4.55,1,0
reference,NOUN,4.74,-4.8035321042841215,0.0,2,1
religion,NOUN,4.74,-4.810177939571482,4.85,1,0
sites,NOUN,4.74,-5.748038483660742,33.28,1,0
somewhere,ADV,4.74,-5.590352901581397,0.0,0,0
stated,VERB,4.74,-4.857115813433284,0.0,2,1
strategy,NOUN,4.74,-5.236842282947356,0.0,2,1
teachers,NOUN,4.74,-5.960733616543333,9.82,1,0
web,NOUN,4.74,-7.233873305924177,15.489999999999998,1,3
wine,NOUN,4.74,-6.691298031258569,51.28,0,4
accounts,NOUN,4.73,-5.3886535372711934,5.21,2,1
angeles,NOUN,4.73,-4.893166974624482,0.0,2,1
arm,NOUN,4.73,-5.581083541846219,34.33,0,0
audience,NOUN,4.73,-4.840402766040251,0.0,2,1
bay,NOUN,4.73,-7.500984729002943,79.38000000000001,0,4
closer,NOUN,4.73,-6.490394538627585,5.36,0,3
core,NOUN,4.73,-5.498887622609949,47.23,0,4
democratic,ADJ,4.73,-5.366951730877788,0.0,2,1
description,NOUN,4.73,-4.861117185218113,0.0,2,1
dropped,VERB,4.73,-6.485806771615619,4.99,1,3
excellent,NOUN,4.73,-4.490545020046853,0.0,3,1
exist,NOUN,4.73,-5.141925770877845,4.48,1,0
figures,NOUN,4.73,-6.16508962810351,5.07,1,3
forms,NOUN,4.73,-5.841142902975989,15.27,1,0
guard,NOUN,4.73,-5.738029258331385,20.71,1,0
honest,NOUN,4.73,-4.772994931170169,5.1,2,1
issued,VERB,4.73,-6.835360201566787,10.420000000000002,1,3
joined,VERB,4.73,-5.937525755137028,9.71,1,0
jones,NOUN,4.73,-6.173000812324096,4.51,1,3
lee,NOUN,4.73,-4.950390979881708,106.66,0,4
lies,NOUN,4.73,-5.960729737604999,67.08000000000001,1,4
likes,NOUN,4.73,-5.771343157928763,14.760000000000002,1,0
medicine,NOUN,4.73,-4.76832461148833,0.0,2,1
mention,NOUN,4.73,-4.72523269266565,4.83,1,0
mountain,NOUN,4.73,-4.6575704085841565,4.5,1,0
nuclear,ADJ,4.73,-6.110477839219595,0.0,0,3
orders,NOUN,4.73,-5.388213628091118,10.23,1,0
port,NOUN,4.73,-5.584384743322816,30.750000000000004,1,0
presence,NOUN,4.73,-4.8823924864168005,5.18,2,1
reaction,NOUN,4.73,-4.793175866850391,0.0,1,0
reduce,VERB,4.73,-5.699897032771224,9.42,2,1
shoot,NOUN,4.73,-7.047971824673727,34.150000000000006,1,3
sides,NOUN,4.73,-6.388110657147954,15.34,1,3
solid,ADJ,4.73,-5.663911972661423,0.0,2,1
spanish,ADJ,4.73,-5.575827350558464,0.0,0,0
sport,NOUN,4.73,-5.589354393905897,20.200000000000003,1,0
steps,NOUN,4.73,-5.32154505266734,5.13,1,0
stress,NOUN,4.73,-4.9345148839691655,0.0,2,1
taste,NOUN,4.73,-4.96659639935231,20.0,1,0
tea,NOUN,4.73,-5.563124412177494,90.65,0,4
victory,NOUN,4.73,-5.115724179982123,0.0,0,0
afternoon,NOUN,4.72,-6.325210104500019,0.0,0,3
assistant,NOUN,4.72,-4.415861429957131,4.59,3,1
britain,NOUN,4.72,-4.607675321220752,5.09,1,0
citizens,NOUN,4.72,-4.776371403586351,0.0,3,1
classic,ADJ,4.72,-5.458007360084619,0.0,1,0
clothes,NOUN,4.72,-6.32897011743462,0.0,1,3
decisions,NOUN,4.72,-4.837344391188006,5.09,2,1
electric,ADJ,4.72,-5.264751071064433,0.0,2,1
emergency,NOUN,4.72,-5.14776859438024,0.0,1,0
entered,VERB,4.72,-5.048665875737082,4.81,1,0
entirely,ADV,4.72,-4.920873203789732,0.0,0,0
facts,NOUN,4.72,-5.623787152720736,14.72,1,0
failure,NOUN,4.72,-6.969024483497371,0.0,0,3
festival,NOUN,4.72,-4.884530976538991,0.0,2,1
flat,ADJ,4.72,-6.164105116249085,14.29,1,3
fuel,NOUN,4.72,-6.503437495465857,0.0,1,3
harry,NOUN,4.72,-5.2414399921959856,19.56,0,0
hello,NOUN,4.72,-6.3542265510924905,0.0,1,3
houses,NOUN,4.72,-5.939289641453873,0.0,2,1
ill,NOUN,4.72,-5.621424909871431,53.79,0,4
initial,ADJ,4.72,-4.493460667968088,4.49,1,0
introduced,VERB,4.72,-4.890359368274183,0.0,3,1
johnson,NOUN,4.72,-4.746027778368565,0.0,1,0
kick,NOUN,4.72,-5.354322798268576,67.11,1,4
links,NOUN,4.72,-4.883723387004336,14.31,1,0
mail,NOUN,4.72,-6.778764177899833,60.36,0,4
massive,ADJ,4.72,-5.700823855688835,0.0,1,0
matters,NOUN,4.72,-5.535202401060466,5.38,1,0
pair,NOUN,4.72,-5.70221869799252,50.38,0,4
picked,NOUN,4.72,-5.375781734331773,5.08,1,0
pieces,NOUN,4.72,-5.7576548815706925,0.0,2,1
plane,NOUN,4.72,-6.040709414639321,46.02,0,4
plenty,NOUN,4.72,-5.266502857899004,0.0,0,0
prince,NOUN,4.72,-4.514061547582932,4.54,1,0
proper,NOUN,4.72,-5.855403357120912,0.0,0,0
providing,VERB,4.72,-5.122307352367885,0.0,1,0
quarter,NOUN,4.72,-5.521913520271266,0.0,0,0
regional,ADJ,4.72,-4.54064822748768,0.0,2,1
scott,NOUN,4.72,-5.923118284627583,9.79,1,0
session,NOUN,4.72,-4.656262447952435,9.48,1,0
shape,NOUN,4.72,-7.895246674867414,18.84,1,3
sky,NOUN,4.72,-6.2562689863818415,0.0,0,3
teaching,VERB,4.72,-5.265780478936266,4.46,0,0
transfer,NOUN,4.72,-5.456307741913652,0.0,1,0
upper,ADJ,4.72,-5.850805615843321,0.0,0,0
useful,ADJ,4.72,-5.31278146915886,0.0,1,0
valley,NOUN,4.72,-5.718623053303595,0.0,0,0
watched,VERB,4.72,-7.757930608649432,11.38,1,3
willing,ADJ,4.72,-4.9403576482854,9.86,0,0
windows,NOUN,4.72,-4.939664380225676,4.8,1,0
zone,NOUN,4.72,-7.200034569131209,29.23,0,3
accident,NOUN,4.71,-4.729742969904958,0.0,3,1
advanced,ADJ,4.71,-5.202332868692695,4.65,2,1
alternative,NOUN,4.71,-5.344440889368024,0.0,2,1
anywhere,ADV,4.71,-5.818540340755716,0.0,0,0
articles,NOUN,4.71,-4.82312596708215,5.09,3,1
awards,NOUN,4.71,-5.869753237233781,9.94,2,1
bear,NOUN,4.71,-5.870412194829261,74.08,0,4
boat,NOUN,4.71,-6.954281008919071,44.370000000000005,1,3
bringing,VERB,4.71,-4.780791042699835,0.0,0,0
capacity,NOUN,4.71,-5.49165457344626,0.0,2,1
cheap,NOUN,4.71,-7.340416881778774,20.39,1,3
climate,NOUN,4.71,-5.915418739485115,0.0,2,1
communities,NOUN,4.71,-5.540019569217434,5.34,3,1
discussion,NOUN,4.71,-4.689284672111684,0.0,1,0
drinking,NOUN,4.71,-4.899327846543287,0.0,0,0
duty,NOUN,4.71,-6.114332991564251,4.55,0,3
fantastic,ADJ,4.71,-4.962243780806099,0.0,1,0
feelings,NOUN,4.71,-5.291468871119203,5.13,1,0
flying,VERB,4.71,-5.291651632000936,4.67,0,0
governor,NOUN,4.71,-6.320768934250787,0.0,0,3
hundred,VERB,4.71,-4.838617893244184,4.61,3,1
industrial,ADJ,4.71,-4.524434795197984,0.0,2,1
joint,NOUN,4.71,-5.624288532911764,15.27,1,0
mix,NOUN,4.71,-5.146929356524008,24.73,1,0
museum,NOUN,4.71,-5.944607679123304,0.0,1,0
options,NOUN,4.71,-4.832501242677612,4.8,2,1
path,NOUN,4.71,-7.127865934178965,9.71,1,3
plants,NOUN,4.71,-5.141289686400797,9.37,1,0
policies,NOUN,4.71,-5.453162287304772,5.17,2,1
promise,NOUN,4.71,-5.311270902510619,4.49,2,1
proposed,VERB,4.71,-5.660039310908311,0.0,2,1
purchase,NOUN,4.71,-5.682654255756685,9.35,2,1
rain,NOUN,4.71,-5.825245272340114,73.82000000000001,0,4
remove,VERB,4.71,-5.820787188283773,4.79,1,0
signs,NOUN,4.71,-5.928155531502663,33.82,1,0
spending,NOUN,4.71,-4.932074144927175,4.61,0,0
steel,NOUN,4.71,-5.043278327693312,20.26,0,0
steve,NOUN,4.71,-5.0487453442640815,9.23,1,0
supporting,VERB,4.71,-5.003640812613299,0.0,1,0
terrible,ADJ,4.71,-4.930138843225889,0.0,2,1
tired,VERB,4.71,-6.704716480599461,9.1,1,3
treated,VERB,4.71,-4.9701379922829725,0.0,2,1
turning,VERB,4.71,-4.972778972840889,9.42,0,0
vice,NOUN,4.71,-7.335650062056486,19.99,1,3
warm,NOUN,4.71,-5.681817481077691,15.36,0,0
afraid,NOUN,4.7,-6.0910860071395625,0.0,2,1
arts,NOUN,4.7,-5.286833558606751,10.36,1,0
beer,NOUN,4.7,-6.257077282147358,50.74,0,4
border,NOUN,4.7,-5.66614859678341,10.73,0,0
canadian,NOUN,4.7,-4.591482294070859,0.0,2,1
command,NOUN,4.7,-5.063820904099973,4.51,2,1
crew,NOUN,4.7,-6.010724841493244,28.16,0,3
crowd,NOUN,4.7,-6.607413677583602,13.8,1,3
dating,VERB,4.7,-4.780919785479092,5.06,0,0
dick,NOUN,4.7,-4.880550898044218,28.5,1,0
elements,NOUN,4.7,-4.657710573462545,4.46,3,1
enemy,NOUN,4.7,-5.252052292498898,0.0,1,0
ensure,VERB,4.7,-5.0419154570293925,0.0,0,0
environmental,ADJ,4.7,-4.70444923133005,0.0,2,1
filled,VERB,4.7,-5.927765127918003,34.65,1,0
fixed,VERB,4.7,-4.891960656035453,9.39,1,0
forest,NOUN,4.7,-4.807412449049273,4.83,2,1
intelligence,NOUN,4.7,-4.680772350814978,0.0,3,1
intended,VERB,4.7,-4.694508632140473,0.0,2,1
labour,NOUN,4.7,-6.520148689175286,0.0,0,3
limit,NOUN,4.7,-5.1202080019261205,4.47,2,1
moon,NOUN,4.7,-7.427873949659721,43.02,0,3
ocean,NOUN,4.7,-4.449611069901567,10.07,1,0
powers,NOUN,4.7,-6.265485689752548,10.92,1,3
profit,NOUN,4.7,-5.906935916250159,0.0,2,1
proof,NOUN,4.7,-6.048564139148555,9.32,1,0
republican,ADJ,4.7,-4.854810445044122,4.5,1,0
soldiers,NOUN,4.7,-6.420507439458631,4.46,1,3
suit,NOUN,4.7,-6.806426881397714,48.92,1,4
wins,NOUN,4.7,-4.564155889958957,15.260000000000002,1,0
appearance,NOUN,4.69,-4.788752937754185,0.0,3,1
asian,ADJ,4.69,-4.679397088290646,4.65,1,0
attorney,NOUN,4.69,-5.451655043618284,0.0,1,0
banks,NOUN,4.69,-5.942533440490451,10.59,1,0
behavior,NOUN,4.69,-7.153323391860048,0.0,0,3
ben,NOUN,4.69,-5.528926213973518,52.92,0,4
bodies,NOUN,4.69,-6.315003184477348,5.4,1,3
brothers,NOUN,4.69,-5.6492545174357724,5.11,1,0
buildings,NOUN,4.69,-5.238218059155654,5.29,1,0
chair,NOUN,4.69,-6.018350763889758,50.63,0,4
creating,VERB,4.69,-4.84500857378693,4.6,0,0
debt,NOUN,4.69,-6.345936205777599,67.56,1,4
domestic,ADJ,4.69,-4.944583543468164,0.0,2,1
expensive,ADJ,4.69,-5.273320410031074,4.49,2,1
grew,VERB,4.69,-6.121728141947163,33.97,0,3
historical,ADJ,4.69,-4.787117812702613,0.0,1,0
homes,NOUN,4.69,-7.108073814237751,5.81,1,3
honestly,ADV,4.69,-4.959271302207832,0.0,2,1
honor,NOUN,4.69,-5.878143004683632,9.33,0,0
im,NOUN,4.69,-5.807527629046176,32.129999999999995,0,0
jump,NOUN,4.69,-5.5351998664728495,0.0,1,0
launch,NOUN,4.69,-6.952658507084563,9.29,0,3
listed,VERB,4.69,-4.659601028916265,0.0,2,1
minimum,NOUN,4.69,-4.716231364033884,0.0,2,1
native,ADJ,4.69,-5.230647503183838,0.0,1,0
noted,VERB,4.69,-5.374719044157116,9.52,2,1
originally,ADV,4.69,-5.160360530658606,5.16,2,1
planned,VERB,4.69,-5.29861541095886,20.41,1,0
pm,NOUN,4.69,-6.754948358738378,0.0,0,3
ray,NOUN,4.69,-5.521913520271266,96.3,0,4
sets,NOUN,4.69,-5.602733339657694,35.03,1,0
suddenly,ADV,4.69,-4.796427548439979,0.0,1,0
supreme,NOUN,4.69,-5.577137488997146,0.0,1,0
survey,NOUN,4.69,-6.859717778945684,0.0,0,3
tech,NOUN,4.69,-5.716263033838999,37.370000000000005,1,0
trees,NOUN,4.69,-5.023273824923472,14.13,1,0
update,NOUN,4.69,-6.032803341813118,0.0,2,1
user,NOUN,4.69,-6.369818506229516,10.6,0,3
writer,NOUN,4.69,-5.690051181844904,20.73,0,0
yellow,NOUN,4.69,-6.476187171233349,4.76,0,3
younger,ADJ,4.69,-6.107337907355723,0.0,0,3
ancient,NOUN,4.68,-4.655152760796604,0.0,2,1
attacks,NOUN,4.68,-5.362233148294705,14.75,2,1
charges,NOUN,4.68,-6.015294232127468,0.0,2,1
combined,VERB,4.68,-5.441871389782149,0.0,2,1
communication,NOUN,4.68,-5.061119442246724,4.59,3,1
connected,VERB,4.68,-4.743549884103152,4.63,3,1
contains,NOUN,4.68,-4.700912659217757,4.5,2,1
download,NOUN,4.68,-6.911321630861745,0.0,1,3
email,NOUN,4.68,-6.803161056852216,9.61,0,3
ending,VERB,4.68,-4.670410820216049,4.61,0,0
exercise,NOUN,4.68,-5.82052417768765,0.0,1,0
express,NOUN,4.68,-5.268789632750276,4.52,2,1
flow,NOUN,4.68,-6.442481568185111,19.52,0,3
formed,VERB,4.68,-5.894069269903628,19.82,1,0
girlfriend,NOUN,4.68,-5.768455404826262,0.0,2,1
hero,NOUN,4.68,-6.737337626691007,4.63,0,3
illegal,ADJ,4.68,-5.088379021451346,5.08,1,0
increasing,VERB,4.68,-4.739738687652896,0.0,1,0
joke,NOUN,4.68,-7.489808412036496,9.6,1,3
loan,NOUN,4.68,-6.528962742289808,69.19,0,4
methods,NOUN,4.68,-6.325612287465171,4.8,2,1
officials,NOUN,4.68,-5.158289372611212,9.67,3,1
performed,VERB,4.68,-6.027104160061612,4.66,1,0
planet,NOUN,4.68,-5.235475909609661,4.89,2,1
relationships,NOUN,4.68,-5.159926798860051,5.15,2,1
restaurant,NOUN,4.68,-5.054173474110747,0.0,1,0
scotland,NOUN,4.68,-4.9283398948694375,0.0,2,1
selected,VERB,4.68,-4.929873152969346,4.63,3,1
shared,VERB,4.68,-5.855853817803138,9.8,1,0
shopping,NOUN,4.68,-5.331762470687608,4.52,0,0
soft,ADJ,4.68,-7.433982229990958,0.0,1,3
stuck,NOUN,4.68,-4.74538558115743,14.83,1,0
sugar,NOUN,4.68,-8.128908152517926,0.0,0,3
suggested,VERB,4.68,-5.214174767235623,0.0,3,1
supported,VERB,4.68,-5.252900504618053,0.0,3,1
surprised,ADJ,4.68,-6.118902542243953,4.75,1,0
taught,NOUN,4.68,-7.060545218370071,33.7,1,3
transport,NOUN,4.68,-5.324088610652281,0.0,2,1
accepted,ADJ,4.67,-5.538464665678433,0.0,1,0
adding,VERB,4.67,-4.816293767451986,0.0,0,0
affairs,NOUN,4.67,-5.656333209089611,0.0,2,1
allows,NOUN,4.67,-5.099512410495728,10.04,2,1
appeal,NOUN,4.67,-6.330131189677731,0.0,1,3
applied,VERB,4.67,-6.039294372550297,4.81,2,1
appropriate,NOUN,4.67,-5.464950630677676,0.0,3,1
artists,NOUN,4.67,-4.778979673454072,4.8,2,1
boston,NOUN,4.67,-4.589175781167208,0.0,1,0
ca,VERB,4.67,-6.418408686893271,31.37,0,3
confirmed,VERB,4.67,-5.024375763458657,0.0,2,1
device,NOUN,4.67,-5.835815561729863,0.0,1,0
drama,NOUN,4.67,-5.853777799939982,0.0,1,0
entry,NOUN,4.67,-4.771711311328299,0.0,1,0
era,NOUN,4.67,-5.137105390742286,19.86,1,0
factor,NOUN,4.67,-5.614802287046748,28.61,0,0
feed,NOUN,4.67,-6.782859818910821,40.82,1,3
golden,ADJ,4.67,-4.927249105167693,0.0,1,0
grant,NOUN,4.67,-5.092412755585484,4.91,1,0
grown,NOUN,4.67,-6.066248439952327,15.06,0,3
heads,NOUN,4.67,-6.481572929285251,5.51,1,3
hoping,VERB,4.67,-5.346799878047405,0.0,0,0
